solution_id,num_clusters_f2,disagreement_f1
solution_756,62,678.500000000001
solution_755,62,678.500000000001
solution_762,62,678.500000000001
solution_754,62,678.500000000001
solution_772,62,678.500000000001
solution_774,62,678.500000000001
solution_790,62,678.500000000001
solution_789,62,678.500000000001
solution_788,62,678.500000000001
solution_787,62,678.500000000001
solution_786,62,678.500000000001
solution_785,62,678.500000000001
solution_784,62,678.500000000001
solution_773,62,678.500000000001
solution_783,62,678.500000000001
solution_781,62,678.500000000001
solution_780,62,678.500000000001
solution_779,62,678.500000000001
solution_778,62,678.500000000001
solution_777,62,678.500000000001
solution_776,62,678.500000000001
solution_775,62,678.500000000001
solution_782,62,678.500000000001
solution_949,62,678.500000000001
solution_753,62,678.500000000001
solution_751,62,678.500000000001
solution_730,62,678.500000000001
solution_729,62,678.500000000001
solution_728,62,678.500000000001
solution_727,62,678.500000000001
solution_726,62,678.500000000001
solution_725,62,678.500000000001
solution_724,62,678.500000000001
solution_731,62,678.500000000001
solution_723,62,678.500000000001
solution_721,62,678.500000000001
solution_720,62,678.500000000001
solution_719,62,678.500000000001
solution_718,62,678.500000000001
solution_717,62,678.500000000001
solution_716,62,678.500000000001
solution_715,62,678.500000000001
solution_722,62,678.500000000001
solution_752,62,678.500000000001
solution_732,62,678.500000000001
solution_734,62,678.500000000001
solution_750,62,678.500000000001
solution_749,62,678.500000000001
solution_748,62,678.500000000001
solution_747,62,678.500000000001
solution_746,62,678.500000000001
solution_745,62,678.500000000001
solution_744,62,678.500000000001
solution_733,62,678.500000000001
solution_743,62,678.500000000001
solution_741,62,678.500000000001
solution_740,62,678.500000000001
solution_739,62,678.500000000001
solution_738,62,678.500000000001
solution_737,62,678.500000000001
solution_736,62,678.500000000001
solution_735,62,678.500000000001
solution_742,62,678.500000000001
solution_635,62,678.500000000001
solution_950,62,678.500000000001
solution_952,62,678.500000000001
solution_1166,62,678.500000000001
solution_1165,62,678.500000000001
solution_1164,62,678.500000000001
solution_1163,62,678.500000000001
solution_1162,62,678.500000000001
solution_1161,62,678.500000000001
solution_1160,62,678.500000000001
solution_1159,62,678.500000000001
solution_1158,62,678.500000000001
solution_1157,62,678.500000000001
solution_1156,62,678.500000000001
solution_1155,62,678.500000000001
solution_1154,62,678.500000000001
solution_1153,62,678.500000000001
solution_1152,62,678.500000000001
solution_1167,62,678.500000000001
solution_1168,62,678.500000000001
solution_1169,62,678.500000000001
solution_1170,62,678.500000000001
solution_1186,62,678.500000000001
solution_1185,62,678.500000000001
solution_1184,62,678.500000000001
solution_1183,62,678.500000000001
solution_1182,62,678.500000000001
solution_1181,62,678.500000000001
solution_1180,62,678.500000000001
solution_1151,62,678.500000000001
solution_1179,62,678.500000000001
solution_1177,62,678.500000000001
solution_1176,62,678.500000000001
solution_1175,62,678.500000000001
solution_1174,62,678.500000000001
solution_1173,62,678.500000000001
solution_1172,62,678.500000000001
solution_1171,62,678.500000000001
solution_1178,62,678.500000000001
solution_1150,62,678.500000000001
solution_1149,62,678.500000000001
solution_1148,62,678.500000000001
solution_1127,62,678.500000000001
solution_1126,62,678.500000000001
solution_1125,62,678.500000000001
solution_1124,62,678.500000000001
solution_1123,62,678.500000000001
solution_1122,62,678.500000000001
solution_1121,62,678.500000000001
solution_1128,62,678.500000000001
solution_1120,62,678.500000000001
solution_1118,62,678.500000000001
solution_1117,62,678.500000000001
solution_1116,62,678.500000000001
solution_1115,62,678.500000000001
solution_1114,62,678.500000000001
solution_1113,62,678.500000000001
solution_1112,62,678.500000000001
solution_1119,62,678.500000000001
solution_1187,62,678.500000000001
solution_1129,62,678.500000000001
solution_1131,62,678.500000000001
solution_1147,62,678.500000000001
solution_1146,62,678.500000000001
solution_1145,62,678.500000000001
solution_1144,62,678.500000000001
solution_1143,62,678.500000000001
solution_1142,62,678.500000000001
solution_1141,62,678.500000000001
solution_1130,62,678.500000000001
solution_1140,62,678.500000000001
solution_1138,62,678.500000000001
solution_1137,62,678.500000000001
solution_1136,62,678.500000000001
solution_1135,62,678.500000000001
solution_1134,62,678.500000000001
solution_1133,62,678.500000000001
solution_1132,62,678.500000000001
solution_1139,62,678.500000000001
solution_1111,62,678.500000000001
solution_1188,62,678.500000000001
solution_1190,62,678.500000000001
solution_1245,62,678.500000000001
solution_1244,62,678.500000000001
solution_1243,62,678.500000000001
solution_1242,62,678.500000000001
solution_1241,62,678.500000000001
solution_1240,62,678.500000000001
solution_1239,62,678.500000000001
solution_1238,62,678.500000000001
